"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 27 00:16:44 CST 2021","Tue Jul 27 00:16:44 CST 2021","0","test_case","test_h5","TestH5","","","test_h5[deviceData0]",""
